transaction_narration,label
Mutual fund SIP investment Ref000530 Amt16045 INR,investment
PPF account contribution Ref000531 Amt26343 INR,investment
Amazon online shopping Ref000532 Amt26036 INR,shopping
Home loan EMI deduction Ref000533 Amt14620 INR,emi
Credit card EMI payment Ref000534 Amt5105 INR,emi
Amazon online shopping Ref000535 Amt34873 INR,shopping
Flipkart purchase Ref000536 Amt22996 INR,shopping
Credit card EMI payment Ref000537 Amt15584 INR,emi
Swiggy food delivery Ref000538 Amt16875 INR,food
Ola cab booking Ref000539 Amt39578 INR,travel
Uber ride payment Ref000540 Amt11709 INR,travel
Crypto investment transfer Ref000541 Amt49543 INR,investment
Supermarket shopping bill Ref000542 Amt29519 INR,shopping
Supermarket shopping bill Ref000543 Amt21281 INR,shopping
Credit card EMI payment Ref000544 Amt28920 INR,emi
Cafe coffee purchase Ref000545 Amt29080 INR,food
Home loan EMI deduction Ref000546 Amt38859 INR,emi
Restaurant bill payment Ref000547 Amt33348 INR,food
Restaurant bill payment Ref000548 Amt30360 INR,food
Mutual fund SIP investment Ref000549 Amt3828 INR,investment
Home loan EMI deduction Ref000550 Amt5128 INR,emi
Bakery item purchase Ref000551 Amt39033 INR,food
Electronics store payment Ref000552 Amt30424 INR,shopping
Supermarket shopping bill Ref000553 Amt48525 INR,shopping
Cafe coffee purchase Ref000554 Amt37564 INR,food
Train ticket booking IRCTC Ref000555 Amt39749 INR,travel
PPF account contribution Ref000556 Amt9986 INR,investment
Cafe coffee purchase Ref000557 Amt6883 INR,food
Loan EMI auto debit Ref000558 Amt33166 INR,emi
Uber ride payment Ref000559 Amt16336 INR,travel
Crypto investment transfer Ref000560 Amt34445 INR,investment
Supermarket shopping bill Ref000561 Amt10503 INR,shopping
Home loan EMI deduction Ref000562 Amt18639 INR,emi
Crypto investment transfer Ref000563 Amt22275 INR,investment
Amazon online shopping Ref000564 Amt41445 INR,shopping
Loan EMI auto debit Ref000565 Amt21706 INR,emi
Bakery item purchase Ref000566 Amt44558 INR,food
Demat account funding Ref000567 Amt16614 INR,investment
Flipkart purchase Ref000568 Amt21947 INR,shopping
Bakery item purchase Ref000569 Amt43590 INR,food
Train ticket booking IRCTC Ref000570 Amt20431 INR,travel
Stock market purchase Ref000571 Amt39096 INR,investment
Restaurant bill payment Ref000572 Amt36729 INR,food
Demat account funding Ref000573 Amt8475 INR,investment
Amazon online shopping Ref000574 Amt42437 INR,shopping
PPF account contribution Ref000575 Amt23812 INR,investment
Restaurant bill payment Ref000576 Amt20341 INR,food
Ola cab booking Ref000577 Amt22495 INR,travel
Stock market purchase Ref000578 Amt14946 INR,investment
Ola cab booking Ref000579 Amt5157 INR,travel
Loan EMI auto debit Ref000580 Amt33371 INR,emi
Supermarket shopping bill Ref000581 Amt2573 INR,shopping
Personal loan EMI Ref000582 Amt8688 INR,emi
Electronics store payment Ref000583 Amt10209 INR,shopping
Ola cab booking Ref000584 Amt45506 INR,travel
Flipkart purchase Ref000585 Amt47363 INR,shopping
Mutual fund SIP investment Ref000586 Amt27026 INR,investment
Credit card EMI payment Ref000587 Amt29211 INR,emi
Clothing store purchase Ref000588 Amt49408 INR,shopping
Stock market purchase Ref000589 Amt35096 INR,investment
Train ticket booking IRCTC Ref000590 Amt30837 INR,travel
Train ticket booking IRCTC Ref000591 Amt44553 INR,travel
Electronics store payment Ref000592 Amt30356 INR,shopping
Bike loan installment Ref000593 Amt33058 INR,emi
Electronics store payment Ref000594 Amt10720 INR,shopping
Hotel stay payment Ref000595 Amt9170 INR,travel
Loan EMI auto debit Ref000596 Amt42120 INR,emi
Demat account funding Ref000597 Amt36442 INR,investment
Bakery item purchase Ref000598 Amt8270 INR,food
Loan EMI auto debit Ref000599 Amt10606 INR,emi
Bike loan installment Ref000600 Amt33743 INR,emi
Flight ticket purchase Ref000601 Amt6110 INR,travel
Flight ticket purchase Ref000602 Amt23010 INR,travel
Cafe coffee purchase Ref000603 Amt3590 INR,food
PPF account contribution Ref000604 Amt24607 INR,investment
Flight ticket purchase Ref000605 Amt5448 INR,travel
Credit card EMI payment Ref000606 Amt1947 INR,emi
Loan EMI auto debit Ref000607 Amt46938 INR,emi
Credit card EMI payment Ref000608 Amt9117 INR,emi
Restaurant bill payment Ref000609 Amt31062 INR,food
Flight ticket purchase Ref000610 Amt29499 INR,travel
Amazon online shopping Ref000611 Amt5292 INR,shopping
Restaurant bill payment Ref000612 Amt14233 INR,food
Hotel stay payment Ref000613 Amt47760 INR,travel
Supermarket shopping bill Ref000614 Amt27838 INR,shopping
Restaurant bill payment Ref000615 Amt15673 INR,food
Loan EMI auto debit Ref000616 Amt3229 INR,emi
Flight ticket purchase Ref000617 Amt41974 INR,travel
Electronics store payment Ref000618 Amt4216 INR,shopping
Cafe coffee purchase Ref000619 Amt39207 INR,food
Amazon online shopping Ref000620 Amt41515 INR,shopping
Supermarket shopping bill Ref000621 Amt15955 INR,shopping
Train ticket booking IRCTC Ref000622 Amt28230 INR,travel
Bakery item purchase Ref000623 Amt23222 INR,food
Hotel stay payment Ref000624 Amt27400 INR,travel
Uber ride payment Ref000625 Amt34407 INR,travel
Loan EMI auto debit Ref000626 Amt34575 INR,emi
Supermarket shopping bill Ref000627 Amt33367 INR,shopping
Amazon online shopping Ref000628 Amt25688 INR,shopping
Mutual fund SIP investment Ref000629 Amt41759 INR,investment
Demat account funding Ref000630 Amt16723 INR,investment
Restaurant bill payment Ref000631 Amt4527 INR,food
Credit card EMI payment Ref000632 Amt48134 INR,emi
Bakery item purchase Ref000633 Amt48281 INR,food
Credit card EMI payment Ref000634 Amt3005 INR,emi
Personal loan EMI Ref000635 Amt22287 INR,emi
Flight ticket purchase Ref000636 Amt45673 INR,travel
Stock market purchase Ref000637 Amt8937 INR,investment
Cafe coffee purchase Ref000638 Amt2523 INR,food
Credit card EMI payment Ref000639 Amt2970 INR,emi
Uber ride payment Ref000640 Amt20782 INR,travel
Personal loan EMI Ref000641 Amt26198 INR,emi
Electronics store payment Ref000642 Amt16701 INR,shopping
Swiggy food delivery Ref000643 Amt18850 INR,food
Loan EMI auto debit Ref000644 Amt43074 INR,emi
Home loan EMI deduction Ref000645 Amt8257 INR,emi
Bike loan installment Ref000646 Amt26315 INR,emi
Crypto investment transfer Ref000647 Amt22319 INR,investment
Flight ticket purchase Ref000648 Amt45455 INR,travel
Demat account funding Ref000649 Amt34131 INR,investment
Loan EMI auto debit Ref000650 Amt47750 INR,emi
Mutual fund SIP investment Ref000651 Amt28320 INR,investment
Flipkart purchase Ref000652 Amt35848 INR,shopping
Home loan EMI deduction Ref000653 Amt6823 INR,emi
Restaurant bill payment Ref000654 Amt43414 INR,food
Home loan EMI deduction Ref000655 Amt29323 INR,emi
Electronics store payment Ref000656 Amt11021 INR,shopping
Demat account funding Ref000657 Amt29403 INR,investment
Restaurant bill payment Ref000658 Amt40394 INR,food
Demat account funding Ref000659 Amt42008 INR,investment
Zomato order payment Ref000660 Amt44086 INR,food
Demat account funding Ref000661 Amt33725 INR,investment
Uber ride payment Ref000662 Amt9457 INR,travel
Electronics store payment Ref000663 Amt2380 INR,shopping
Uber ride payment Ref000664 Amt15566 INR,travel
Home loan EMI deduction Ref000665 Amt25190 INR,emi
Amazon online shopping Ref000666 Amt39755 INR,shopping
Flight ticket purchase Ref000667 Amt24411 INR,travel
Bike loan installment Ref000668 Amt5138 INR,emi
Flipkart purchase Ref000669 Amt34798 INR,shopping
Bike loan installment Ref000670 Amt20703 INR,emi
Credit card EMI payment Ref000671 Amt7534 INR,emi
Swiggy food delivery Ref000672 Amt32805 INR,food
Electronics store payment Ref000673 Amt36909 INR,shopping
Restaurant bill payment Ref000674 Amt17158 INR,food
Stock market purchase Ref000675 Amt40199 INR,investment
Bike loan installment Ref000676 Amt13218 INR,emi
Swiggy food delivery Ref000677 Amt4953 INR,food
Stock market purchase Ref000678 Amt46851 INR,investment
Mutual fund SIP investment Ref000679 Amt44790 INR,investment
Home loan EMI deduction Ref000680 Amt46600 INR,emi
Bakery item purchase Ref000681 Amt35631 INR,food
Home loan EMI deduction Ref000682 Amt10422 INR,emi
Train ticket booking IRCTC Ref000683 Amt33441 INR,travel
Uber ride payment Ref000684 Amt13271 INR,travel
Ola cab booking Ref000685 Amt32476 INR,travel
Restaurant bill payment Ref000686 Amt36408 INR,food
Clothing store purchase Ref000687 Amt30731 INR,shopping
Flipkart purchase Ref000688 Amt40204 INR,shopping
Zomato order payment Ref000689 Amt20369 INR,food
Crypto investment transfer Ref000690 Amt34551 INR,investment
Crypto investment transfer Ref000691 Amt37776 INR,investment
Swiggy food delivery Ref000692 Amt20876 INR,food
Cafe coffee purchase Ref000693 Amt30628 INR,food
Clothing store purchase Ref000694 Amt8510 INR,shopping
Supermarket shopping bill Ref000695 Amt12025 INR,shopping
Flight ticket purchase Ref000696 Amt33055 INR,travel
Zomato order payment Ref000697 Amt34054 INR,food
Train ticket booking IRCTC Ref000698 Amt10890 INR,travel
Train ticket booking IRCTC Ref000699 Amt46586 INR,travel
Train ticket booking IRCTC Ref000700 Amt34106 INR,travel
Loan EMI auto debit Ref000701 Amt16523 INR,emi
Hotel stay payment Ref000702 Amt18086 INR,travel
Train ticket booking IRCTC Ref000703 Amt40367 INR,travel
Amazon online shopping Ref000704 Amt33036 INR,shopping
Hotel stay payment Ref000705 Amt38153 INR,travel
Ola cab booking Ref000706 Amt43270 INR,travel
Supermarket shopping bill Ref000707 Amt22226 INR,shopping
Amazon online shopping Ref000708 Amt1959 INR,shopping
Zomato order payment Ref000709 Amt42138 INR,food
Clothing store purchase Ref000710 Amt42772 INR,shopping
Hotel stay payment Ref000711 Amt27401 INR,travel
Amazon online shopping Ref000712 Amt32739 INR,shopping
Clothing store purchase Ref000713 Amt42168 INR,shopping
Bike loan installment Ref000714 Amt16148 INR,emi
Demat account funding Ref000715 Amt29823 INR,investment
Zomato order payment Ref000716 Amt10459 INR,food
Crypto investment transfer Ref000717 Amt31835 INR,investment
Stock market purchase Ref000718 Amt22394 INR,investment
Flipkart purchase Ref000719 Amt20585 INR,shopping
Home loan EMI deduction Ref000720 Amt26230 INR,emi
Train ticket booking IRCTC Ref000721 Amt33849 INR,travel
Amazon online shopping Ref000722 Amt21013 INR,shopping
Flight ticket purchase Ref000723 Amt8129 INR,travel
Bike loan installment Ref000724 Amt16347 INR,emi
Uber ride payment Ref000725 Amt3416 INR,travel
Bike loan installment Ref000726 Amt40429 INR,emi
Stock market purchase Ref000727 Amt10566 INR,investment
Personal loan EMI Ref000728 Amt47359 INR,emi
Credit card EMI payment Ref000729 Amt10542 INR,emi
PPF account contribution Ref000730 Amt30693 INR,investment
Demat account funding Ref000731 Amt32695 INR,investment
Zomato order payment Ref000732 Amt25871 INR,food
Electronics store payment Ref000733 Amt15876 INR,shopping
Hotel stay payment Ref000734 Amt23227 INR,travel
Zomato order payment Ref000735 Amt18538 INR,food
PPF account contribution Ref000736 Amt42977 INR,investment
Demat account funding Ref000737 Amt35272 INR,investment
Zomato order payment Ref000738 Amt28341 INR,food
Train ticket booking IRCTC Ref000739 Amt47777 INR,travel
Bike loan installment Ref000740 Amt24082 INR,emi
Cafe coffee purchase Ref000741 Amt3452 INR,food
Supermarket shopping bill Ref000742 Amt12856 INR,shopping
Personal loan EMI Ref000743 Amt19013 INR,emi
Cafe coffee purchase Ref000744 Amt33146 INR,food
PPF account contribution Ref000745 Amt18431 INR,investment
Supermarket shopping bill Ref000746 Amt7886 INR,shopping
Uber ride payment Ref000747 Amt25914 INR,travel
Home loan EMI deduction Ref000748 Amt36658 INR,emi
Credit card EMI payment Ref000749 Amt13145 INR,emi
Supermarket shopping bill Ref000750 Amt26405 INR,shopping
Amazon online shopping Ref000751 Amt3069 INR,shopping
Swiggy food delivery Ref000752 Amt46865 INR,food
Bike loan installment Ref000753 Amt34134 INR,emi
Stock market purchase Ref000754 Amt39831 INR,investment
Flipkart purchase Ref000755 Amt21593 INR,shopping
Clothing store purchase Ref000756 Amt10749 INR,shopping
PPF account contribution Ref000757 Amt48552 INR,investment
Personal loan EMI Ref000758 Amt22144 INR,emi
Supermarket shopping bill Ref000759 Amt34987 INR,shopping
PPF account contribution Ref000760 Amt19747 INR,investment
Mutual fund SIP investment Ref000761 Amt24240 INR,investment
Loan EMI auto debit Ref000762 Amt27398 INR,emi
Clothing store purchase Ref000763 Amt47634 INR,shopping
Bakery item purchase Ref000764 Amt31202 INR,food
Personal loan EMI Ref000765 Amt37955 INR,emi
Uber ride payment Ref000766 Amt38341 INR,travel
Stock market purchase Ref000767 Amt34456 INR,investment
Electronics store payment Ref000768 Amt9784 INR,shopping
Uber ride payment Ref000769 Amt37623 INR,travel
Swiggy food delivery Ref000770 Amt1341 INR,food
Demat account funding Ref000771 Amt27545 INR,investment
Flight ticket purchase Ref000772 Amt45352 INR,travel
Flight ticket purchase Ref000773 Amt32987 INR,travel
Electronics store payment Ref000774 Amt48323 INR,shopping
Swiggy food delivery Ref000775 Amt34092 INR,food
Hotel stay payment Ref000776 Amt21402 INR,travel
PPF account contribution Ref000777 Amt24795 INR,investment
Credit card EMI payment Ref000778 Amt30224 INR,emi
Clothing store purchase Ref000779 Amt35900 INR,shopping
Home loan EMI deduction Ref000780 Amt40081 INR,emi
Stock market purchase Ref000781 Amt16255 INR,investment
Personal loan EMI Ref000782 Amt19662 INR,emi
Train ticket booking IRCTC Ref000783 Amt19040 INR,travel
Flight ticket purchase Ref000784 Amt20877 INR,travel
Demat account funding Ref000785 Amt36832 INR,investment
Home loan EMI deduction Ref000786 Amt8087 INR,emi
Supermarket shopping bill Ref000787 Amt24983 INR,shopping
Demat account funding Ref000788 Amt9699 INR,investment
Loan EMI auto debit Ref000789 Amt18950 INR,emi
Restaurant bill payment Ref000790 Amt29091 INR,food
Bike loan installment Ref000791 Amt14123 INR,emi
Hotel stay payment Ref000792 Amt17868 INR,travel
Clothing store purchase Ref000793 Amt9096 INR,shopping
Bakery item purchase Ref000794 Amt48655 INR,food
Flipkart purchase Ref000795 Amt15989 INR,shopping
Bakery item purchase Ref000796 Amt14889 INR,food
Uber ride payment Ref000797 Amt6666 INR,travel
Demat account funding Ref000798 Amt47112 INR,investment
Mutual fund SIP investment Ref000799 Amt44742 INR,investment
Uber ride payment Ref000800 Amt36167 INR,travel
Flight ticket purchase Ref000801 Amt42887 INR,travel
Crypto investment transfer Ref000802 Amt42733 INR,investment
Train ticket booking IRCTC Ref000803 Amt21148 INR,travel
Loan EMI auto debit Ref000804 Amt5962 INR,emi
Flipkart purchase Ref000805 Amt35171 INR,shopping
Swiggy food delivery Ref000806 Amt27486 INR,food
Uber ride payment Ref000807 Amt26117 INR,travel
Stock market purchase Ref000808 Amt49186 INR,investment
Loan EMI auto debit Ref000809 Amt707 INR,emi
Personal loan EMI Ref000810 Amt39603 INR,emi
Restaurant bill payment Ref000811 Amt18749 INR,food
PPF account contribution Ref000812 Amt34461 INR,investment
Stock market purchase Ref000813 Amt33144 INR,investment
Demat account funding Ref000814 Amt12736 INR,investment
Restaurant bill payment Ref000815 Amt10749 INR,food
Demat account funding Ref000816 Amt47194 INR,investment
Uber ride payment Ref000817 Amt48374 INR,travel
Home loan EMI deduction Ref000818 Amt37310 INR,emi
Ola cab booking Ref000819 Amt40139 INR,travel
Crypto investment transfer Ref000820 Amt33869 INR,investment
Loan EMI auto debit Ref000821 Amt26369 INR,emi
Swiggy food delivery Ref000822 Amt9315 INR,food
Demat account funding Ref000823 Amt16356 INR,investment
Restaurant bill payment Ref000824 Amt25237 INR,food
Flight ticket purchase Ref000825 Amt49498 INR,travel
Home loan EMI deduction Ref000826 Amt19888 INR,emi
Supermarket shopping bill Ref000827 Amt849 INR,shopping
Home loan EMI deduction Ref000828 Amt45501 INR,emi
Uber ride payment Ref000829 Amt43864 INR,travel
Cafe coffee purchase Ref000830 Amt20206 INR,food
Flight ticket purchase Ref000831 Amt45062 INR,travel
Clothing store purchase Ref000832 Amt45338 INR,shopping
Restaurant bill payment Ref000833 Amt24187 INR,food
Flipkart purchase Ref000834 Amt14460 INR,shopping
Flight ticket purchase Ref000835 Amt10139 INR,travel
PPF account contribution Ref000836 Amt24585 INR,investment
PPF account contribution Ref000837 Amt30956 INR,investment
Flipkart purchase Ref000838 Amt16317 INR,shopping
Amazon online shopping Ref000839 Amt34539 INR,shopping
PPF account contribution Ref000840 Amt46222 INR,investment
Loan EMI auto debit Ref000841 Amt37073 INR,emi
Zomato order payment Ref000842 Amt35990 INR,food
Flipkart purchase Ref000843 Amt37632 INR,shopping
Flipkart purchase Ref000844 Amt10883 INR,shopping
Personal loan EMI Ref000845 Amt29056 INR,emi
Swiggy food delivery Ref000846 Amt47083 INR,food
Electronics store payment Ref000847 Amt6059 INR,shopping
Electronics store payment Ref000848 Amt3746 INR,shopping
Stock market purchase Ref000849 Amt33736 INR,investment
Crypto investment transfer Ref000850 Amt37056 INR,investment
Bakery item purchase Ref000851 Amt30402 INR,food
Loan EMI auto debit Ref000852 Amt26048 INR,emi
Loan EMI auto debit Ref000853 Amt48977 INR,emi
Hotel stay payment Ref000854 Amt4886 INR,travel
Cafe coffee purchase Ref000855 Amt22679 INR,food
Bakery item purchase Ref000856 Amt4048 INR,food
Cafe coffee purchase Ref000857 Amt2179 INR,food
Bike loan installment Ref000858 Amt11895 INR,emi
